time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol,currency_pair
1655424000,21330.5,20221.24,20372.85,63610.58,1312456705.74,20432.26,direct,,BTC/USD
1655510400,20722.69,17600.75,20432.26,100138.03,1898530847.49,18954.25,direct,,BTC/USD
1655596800,20776.87,17936.0,18954.25,61181.89,1190970309.62,20553.48,direct,,BTC/USD
1655683200,21016.02,19616.32,20553.48,48976.59,995940744.76,20550.91,direct,,BTC/USD
1655769600,21694.7,20339.03,20550.91,45262.22,954292227.72,20699.21,direct,,BTC/USD
1655856000,20862.67,19756.23,20699.21,50640.15,1027725806.49,19956.16,direct,,BTC/USD
1655942400,21195.95,19870.07,19956.16,40647.06,836636021.34,21098.41,direct,,BTC/USD
1656028800,21528.86,20717.47,21098.41,40303.85,850728330.88,21219.46,direct,,BTC/USD
1656115200,21587.06,20902.05,21219.46,21604.15,459148971.07,21474.19,direct,,BTC/USD
1656201600,21855.84,20968.82,21474.19,20812.53,445023789.79,21031.85,direct,,BTC/USD
1656288000,21505.42,20553.32,21031.85,30683.89,643546203.12,20718.16,direct,,BTC/USD
1656374400,21184.16,20179.52,20718.16,32936.56,680727935.72,20251.96,direct,,BTC/USD
1656460800,20402.7,19844.86,20251.96,37366.3,751143299.02,20094.16,direct,,BTC/USD
1656547200,20138.96,18622.86,20094.16,56316.14,1084138608.25,19908.49,direct,,BTC/USD
1656633600,20817.65,18952.12,19908.49,62287.55,1220917103.86,19249.33,direct,,BTC/USD
1656720000,19419.25,18965.44,19249.33,20447.36,393018265.78,19225.66,direct,,BTC/USD
1656806400,19617.18,18768.2,19225.66,22431.91,430213883.45,19294.21,direct,,BTC/USD
1656892800,20313.34,19036.44,19294.21,31698.75,623812499.17,20212.81,direct,,BTC/USD
1656979200,20725.51,19284.32,20212.81,46669.86,931653558.35,20158.69,direct,,BTC/USD
1657065600,20637.99,19749.93,20158.69,39337.75,794040793.32,20545.04,direct,,BTC/USD
1657152000,21840.22,20242.62,20545.04,50417.79,1059807101.57,21611.8,direct,,BTC/USD
1657238400,22377.17,21183.19,21611.8,56687.83,1233183200.22,21592.65,direct,,BTC/USD
1657324800,21942.8,21328.96,21592.65,21058.31,455218724.75,21582.17,direct,,BTC/USD
1657411200,21591.09,20671.26,21582.17,23037.78,485593616.02,20846.53,direct,,BTC/USD
1657497600,20852.04,19872.03,20846.53,37062.98,756481179.49,19944.25,direct,,BTC/USD
1657584000,20036.49,19230.29,19944.25,44319.07,873486517.39,19309.71,direct,,BTC/USD
1657670400,20274.83,18919.1,19309.71,60187.72,1176644137.94,20230.81,direct,,BTC/USD
1657756800,20869.51,19620.06,20230.81,50524.15,1021414563.11,20577.38,direct,,BTC/USD
1657843200,21185.15,20373.45,20577.38,35888.21,747216252.44,20827.27,direct,,BTC/USD
1657929600,21574.75,20481.02,20827.27,27875.55,586102523.47,21199.01,direct,,BTC/USD
1658016000,21658.47,20752.85,21199.01,25674.37,544609266.04,20792.81,direct,,BTC/USD
1658102400,22749.06,20760.73,20792.81,66744.81,1466428849.49,22447.39,direct,,BTC/USD
1658188800,23790.89,21588.2,22447.39,79216.86,1796378775.92,23399.91,direct,,BTC/USD
1658275200,24276.14,22923.14,23399.91,74279.35,1752951921.32,23222.77,direct,,BTC/USD
1658361600,23419.67,22348.64,23222.77,52462.17,1201004931.31,23153.54,direct,,BTC/USD
1658448000,23749.68,22513.01,23153.54,42569.62,987692728.11,22686.32,direct,,BTC/USD
1658534400,22997.6,21953.76,22686.32,25789.53,577941932.27,22452.14,direct,,BTC/USD
1658620800,23012.74,22270.07,22452.14,22222.43,504031294.93,22585.4,direct,,BTC/USD
1658707200,22660.92,21268.28,22585.4,42928.78,940453686.83,21305.59,direct,,BTC/USD
1658793600,21341.58,20733.24,21305.59,38536.61,809969148.7,21258.08,direct,,BTC/USD
1658880000,23101.9,21049.67,21258.08,52722.03,1159394788.9,22960.19,direct,,BTC/USD
1658966400,24196.42,22599.92,22960.19,55708.07,1303025378.67,23855.65,direct,,BTC/USD
1659052800,24416.37,23444.29,23855.65,42343.73,1011106548.39,23769.15,direct,,BTC/USD
1659139200,24619.11,23521.46,23769.15,32275.85,778025187.47,23646.03,direct,,BTC/USD
1659225600,24187.18,23243.11,23646.03,23010.79,545406548.92,23308.14,direct,,BTC/USD
1659312000,23504.29,22866.94,23308.14,31489.52,730342406.93,23271.57,direct,,BTC/USD
1659398400,23451.58,22668.87,23271.57,34258.27,787698099.6,22991.49,direct,,BTC/USD
1659484800,23615.71,22695.67,22991.49,44757.6,1039306431.63,22825.25,direct,,BTC/USD
1659571200,23228.89,22418.27,22825.25,36540.64,835033359.1,22622.99,direct,,BTC/USD
1659657600,23473.92,22590.7,22622.99,50480.51,1166014614.12,23319.22,direct,,BTC/USD
1659744000,23350.56,22922.93,23319.22,17293.89,400822462.12,22956.4,direct,,BTC/USD
1659830400,23400.38,22854.01,22956.4,16799.46,388274452.92,23179.86,direct,,BTC/USD
1659916800,24244.59,23162.43,23179.86,40870.37,976262666.12,23817.72,direct,,BTC/USD
1660003200,23923.56,22881.18,23817.72,38306.57,894336181.98,23156.66,direct,,BTC/USD
1660089600,24216.73,22674.6,23156.66,52668.46,1241926276.36,23959.67,direct,,BTC/USD
1660176000,24895.61,23867.0,23959.67,54803.51,1338354341.04,23943.36,direct,,BTC/USD
1660262400,24458.75,23609.84,23943.36,34031.35,816924712.5,24412.17,direct,,BTC/USD
1660348800,24892.27,24306.08,24412.17,28921.35,710217434.56,24449.86,direct,,BTC/USD
1660435200,25012.36,24160.64,24449.86,36035.79,886604908.12,24313.71,direct,,BTC/USD
1660521600,25203.38,23783.19,24313.71,54754.47,1331189946.12,24101.69,direct,,BTC/USD
1660608000,24247.12,23673.2,24101.69,36536.46,874700819.79,23858.64,direct,,BTC/USD
1660694400,24442.02,23185.14,23858.64,45577.22,1079499588.63,23338.03,direct,,BTC/USD
1660780800,23595.74,23115.03,23338.03,24887.85,582346641.96,23201.51,direct,,BTC/USD
1660867200,23202.7,20801.31,23201.51,81701.33,1770449474.07,20833.43,direct,,BTC/USD
1660953600,21361.45,20772.5,20833.43,38001.61,803223608.15,21142.06,direct,,BTC/USD
1661040000,21744.02,21074.63,21142.06,30413.31,650828688.99,21514.79,direct,,BTC/USD
1661126400,21524.9,20908.27,21514.79,44291.12,940511413.54,21399.66,direct,,BTC/USD
1661212800,21675.25,20896.83,21399.66,41086.01,879396196.46,21520.62,direct,,BTC/USD
1661299200,21879.03,21154.75,21520.62,42427.08,912147556.2,21369.05,direct,,BTC/USD
1661385600,21811.37,21314.81,21369.05,31215.69,674553131.93,21565.47,direct,,BTC/USD
1661472000,21856.85,20121.8,21565.47,74178.49,1564850841.73,20247.99,direct,,BTC/USD
1661558400,20363.82,19828.05,20247.99,38543.24,774590756.91,20038.42,direct,,BTC/USD
1661644800,20155.59,19527.69,20038.42,29985.28,597441164.24,19554.08,direct,,BTC/USD
1661731200,20415.53,19548.16,19554.08,52176.52,1043661877.31,20292.37,direct,,BTC/USD
1661817600,20574.12,19548.55,20292.37,70062.98,1405744450.56,19813.51,direct,,BTC/USD
1661904000,20483.64,19804.19,19813.51,57684.46,1165077708.26,20050.28,direct,,BTC/USD
1661990400,20204.51,19571.05,20050.28,44971.29,896421556.74,20129.93,direct,,BTC/USD
1662076800,20439.1,19760.56,20129.93,41618.91,836881983.68,19957.44,direct,,BTC/USD
1662163200,20052.13,19659.2,19957.44,17139.2,339922228.57,19834.79,direct,,BTC/USD
1662249600,20022.47,19591.33,19834.79,19536.47,387149235.82,20003.46,direct,,BTC/USD
1662336000,20051.73,19638.59,20003.46,26176.62,518213568.45,19793.29,direct,,BTC/USD
1662422400,20177.38,18707.09,19793.29,73359.14,1428040857.48,18791.95,direct,,BTC/USD
1662508800,19458.77,18559.15,18791.95,50808.95,961396794.5,19287.52,direct,,BTC/USD
1662595200,19452.91,19023.78,19287.52,44210.78,850349370.86,19321.77,direct,,BTC/USD
1662681600,21559.78,19299.24,19321.77,79722.17,1657848347.88,21369.73,direct,,BTC/USD
1662768000,21807.62,21138.54,21369.73,35129.91,752905078.21,21655.13,direct,,BTC/USD
1662854400,21850.77,21366.74,21655.13,27756.78,600008216.45,21836.45,direct,,BTC/USD
1662940800,22482.54,21567.71,21836.45,57121.32,1264510737.92,22400.52,direct,,BTC/USD
1663027200,22767.89,19914.37,22400.52,83591.14,1788207293.16,20173.77,direct,,BTC/USD
1663113600,20530.34,19652.44,20173.77,52796.4,1065222653.27,20233.68,direct,,BTC/USD
1663200000,20333.61,19529.68,20233.68,44724.05,892897629.94,19700.15,direct,,BTC/USD
1663286400,19889.64,19346.99,19700.15,48209.89,948028635.91,19804.02,direct,,BTC/USD
1663372800,20189.93,19756.39,19804.02,36248.24,723991455.67,20118.35,direct,,BTC/USD
1663459200,20120.58,19345.98,20118.35,31514.24,622064584.36,19417.72,direct,,BTC/USD
1663545600,19681.29,18292.38,19417.72,67942.65,1289079956.8,19541.28,direct,,BTC/USD
1663632000,19634.28,18735.87,19541.28,58735.22,1124075891.27,18879.95,direct,,BTC/USD
1663718400,19744.77,18189.92,18879.95,95072.31,1811417134.73,18468.05,direct,,BTC/USD
1663804800,19509.87,18366.46,18468.05,96116.87,1827681691.12,19405.96,direct,,BTC/USD
1663891200,19500.17,18540.64,19405.96,66475.93,1261371285.29,19291.13,direct,,BTC/USD
1663977600,19308.47,18813.25,19291.13,29706.93,566563739.62,18924.39,direct,,BTC/USD
1664064000,19172.03,18652.6,18924.39,28763.0,544445399.91,18809.94,direct,,BTC/USD
1664150400,19316.15,18689.2,18809.94,98706.77,1874981288.59,19230.96,direct,,BTC/USD
1664236800,20377.45,18832.07,19230.96,105641.68,2089386131.83,19081.4,direct,,BTC/USD
1664323200,19774.99,18494.71,19081.4,93863.47,1792918120.6,19412.67,direct,,BTC/USD
1664409600,19641.07,18848.01,19412.67,68669.51,1327829608.79,19593.46,direct,,BTC/USD
1664496000,20180.46,19201.02,19593.46,73013.93,1428753976.44,19425.63,direct,,BTC/USD
1664582400,19482.38,19188.77,19425.63,14808.24,286091612.81,19313.96,direct,,BTC/USD
1664668800,19394.33,18929.91,19313.96,25352.29,485799328.96,19058.15,direct,,BTC/USD
1664755200,19697.23,18988.8,19058.15,57248.95,1106456268.73,19632.35,direct,,BTC/USD
1664841600,20459.26,19499.64,19632.35,64461.86,1290593290.94,20344.58,direct,,BTC/USD
1664928000,20366.34,19757.31,20344.58,59503.18,1195512448.37,20160.74,direct,,BTC/USD
1665014400,20449.46,19866.54,20160.74,74646.94,1502842418.9,19965.12,direct,,BTC/USD
1665100800,20058.36,19331.73,19965.12,59698.47,1177831670.26,19532.81,direct,,BTC/USD
1665187200,19625.41,19273.73,19532.81,17433.49,339438324.44,19419.32,direct,,BTC/USD
1665273600,19558.67,19325.6,19419.32,19856.73,386265984.43,19442.41,direct,,BTC/USD
1665360000,19526.12,19052.64,19442.41,44380.54,856332007.87,19131.36,direct,,BTC/USD
1665446400,19263.78,18858.74,19131.36,61563.85,1173375200.58,19058.29,direct,,BTC/USD
1665532800,19231.72,18977.33,19058.29,38948.93,744262154.09,19154.85,direct,,BTC/USD
1665619200,19504.63,18229.27,19154.85,88597.27,1669767296.93,19378.91,direct,,BTC/USD
1665705600,19946.24,19085.87,19378.91,73991.58,1445859713.35,19182.01,direct,,BTC/USD
1665792000,19226.15,18989.54,19182.01,15194.3,290658263.23,19069.72,direct,,BTC/USD
1665878400,19424.55,19065.87,19069.72,15790.4,303391318.02,19264.26,direct,,BTC/USD
1665964800,19676.02,19159.47,19264.26,42730.12,831592233.83,19550.49,direct,,BTC/USD
1666051200,19698.1,19095.12,19550.49,60022.88,1167039781.8,19330.29,direct,,BTC/USD
1666137600,19359.2,19075.49,19330.29,49128.58,943284685.97,19123.89,direct,,BTC/USD
1666224000,19339.65,18927.42,19123.89,65084.73,1244652119.42,19043.54,direct,,BTC/USD
1666310400,19248.63,18696.2,19043.54,62640.06,1191982244.05,19166.4,direct,,BTC/USD
1666396800,19254.68,19116.62,19166.4,16403.84,314703377.71,19207.57,direct,,BTC/USD
1666483200,19687.8,19081.67,19207.57,31309.01,607568457.44,19572.6,direct,,BTC/USD
1666569600,19593.09,19164.18,19572.6,63448.35,1228052555.79,19331.06,direct,,BTC/USD
1666656000,20414.92,19243.03,19331.06,103329.66,2052122456.45,20087.18,direct,,BTC/USD
1666742400,21013.26,20059.27,20087.18,118988.74,2453067543.31,20776.76,direct,,BTC/USD
1666828800,20876.24,20207.09,20776.76,88046.28,1813055358.34,20295.28,direct,,BTC/USD
1666915200,20751.67,20031.32,20295.28,78334.3,1597589795.85,20599.89,direct,,BTC/USD
1667001600,21064.84,20564.11,20599.89,58585.18,1219658735.57,20820.19,direct,,BTC/USD
1667088000,20936.41,20523.41,20820.19,38497.09,797587682.85,20630.65,direct,,BTC/USD
1667174400,20833.31,20242.91,20630.65,61486.04,1260610163.71,20492.56,direct,,BTC/USD
1667260800,20684.6,20336.33,20492.56,48670.97,997276692.3,20480.27,direct,,BTC/USD
1667347200,20801.56,20061.18,20480.27,91094.84,1861306372.17,20150.33,direct,,BTC/USD
1667433600,20385.92,20040.32,20150.33,54134.03,1095711784.35,20207.99,direct,,BTC/USD
1667520000,21295.37,20182.9,20207.99,97929.56,2037648086.91,21150.6,direct,,BTC/USD
1667606400,21471.49,21085.76,21150.6,33103.84,706196028.56,21301.57,direct,,BTC/USD
1667692800,21363.27,20893.65,21301.57,27700.95,586960236.65,20910.59,direct,,BTC/USD
1667779200,21066.63,20395.49,20910.59,72622.36,1506814091.81,20593.73,direct,,BTC/USD
1667865600,20672.25,17452.87,20593.73,208299.18,4026079371.74,18544.7,direct,,BTC/USD
1667952000,18581.64,15546.97,18544.7,245518.91,4215919087.89,15820.02,direct,,BTC/USD
1668038400,18113.28,15674.81,15820.02,167486.58,2835119228.72,17559.67,direct,,BTC/USD
1668124800,17644.1,16383.43,17559.67,103948.83,1767514338.22,17007.72,direct,,BTC/USD
1668211200,17067.53,16603.78,17007.72,34631.17,582536367.95,16773.9,direct,,BTC/USD
1668297600,16921.72,16235.01,16773.9,35382.36,586182485.99,16307.47,direct,,BTC/USD
1668384000,17157.81,15797.71,16307.47,84268.36,1384247874.05,16592.04,direct,,BTC/USD
1668470400,17091.76,16509.15,16592.04,76202.66,1282932319.76,16879.14,direct,,BTC/USD
1668556800,16988.63,16373.11,16879.14,64606.13,1075046774.52,16648.05,direct,,BTC/USD
1668643200,16731.41,16405.81,16648.05,39166.08,650179026.0,16680.21,direct,,BTC/USD
1668729600,16975.14,16531.77,16680.21,45048.23,753255014.89,16677.95,direct,,BTC/USD
1668816000,16798.75,16539.01,16677.95,17003.18,282884885.11,16683.72,direct,,BTC/USD
1668902400,16730.0,16169.2,16683.72,28587.86,470894190.07,16253.6,direct,,BTC/USD
1668988800,16272.47,15480.69,16253.6,80853.23,1289350720.98,15760.19,direct,,BTC/USD
1669075200,16277.08,15600.3,15760.19,74140.47,1184556737.9,16198.25,direct,,BTC/USD
1669161600,16676.49,16144.79,16198.25,66057.37,1087435133.37,16590.98,direct,,BTC/USD
1669248000,16787.9,16453.52,16590.98,37641.28,624934230.62,16588.46,direct,,BTC/USD
1669334400,16605.86,16336.71,16588.46,34733.48,572460119.25,16508.33,direct,,BTC/USD
1669420800,16687.21,16382.61,16508.33,20929.5,346443601.6,16451.53,direct,,BTC/USD
1669507200,16587.18,16401.91,16451.53,18193.37,300543689.5,16420.87,direct,,BTC/USD
1669593600,16477.82,16000.76,16420.87,53565.6,867757025.61,16207.01,direct,,BTC/USD
1669680000,16528.39,16096.7,16207.01,50846.01,833578637.87,16431.79,direct,,BTC/USD
1669766400,17216.6,16424.76,16431.79,86349.91,1460126671.64,17162.35,direct,,BTC/USD
1669852800,17255.22,16865.92,17162.35,57361.34,978462617.82,16978.64,direct,,BTC/USD
1669939200,17102.08,16827.01,16978.64,45492.23,771518084.81,17094.49,direct,,BTC/USD
1670025600,17152.49,16868.66,17094.49,24699.47,419139334.98,16888.31,direct,,BTC/USD
1670112000,17194.4,16884.91,16888.31,29823.7,508091945.23,17111.76,direct,,BTC/USD
1670198400,17409.45,16879.12,17111.76,62808.12,1077884559.22,16966.84,direct,,BTC/USD
1670284800,17101.02,16917.86,16966.84,47766.64,811906594.36,17086.52,direct,,BTC/USD
1670371200,17126.91,16713.28,17086.52,42127.95,710367336.21,16837.85,direct,,BTC/USD
1670457600,17286.64,16757.86,16837.85,48682.69,827814503.9,17226.02,direct,,BTC/USD
1670544000,17319.38,17077.4,17226.02,41460.2,712368959.63,17126.85,direct,,BTC/USD
1670630400,17221.25,17102.71,17126.85,17288.71,296657331.89,17129.19,direct,,BTC/USD
1670716800,17259.64,17080.42,17129.19,22135.09,379827965.39,17094.83,direct,,BTC/USD
1670803200,17239.13,16881.75,17094.83,43450.3,739369625.44,17208.66,direct,,BTC/USD
1670889600,17945.07,17096.23,17208.66,80026.6,1407400841.45,17775.32,direct,,BTC/USD
1670976000,18344.32,17684.33,17775.32,84917.12,1523737945.31,17801.37,direct,,BTC/USD
1671062400,17853.72,17296.89,17801.37,68490.07,1200283423.38,17359.21,direct,,BTC/USD
1671148800,17520.63,16611.58,17359.21,88776.6,1508594012.33,16658.44,direct,,BTC/USD
1671235200,16794.06,16593.68,16658.44,40996.08,684665347.29,16780.55,direct,,BTC/USD
1671321600,16830.84,16673.02,16780.55,25188.36,421765916.48,16742.74,direct,,BTC/USD
1671408000,16813.47,16350.32,16742.74,63181.42,1050395879.84,16442.79,direct,,BTC/USD
1671494400,17028.68,16404.94,16442.79,78296.38,1315229591.09,16901.12,direct,,BTC/USD
1671580800,16922.92,16737.8,16901.12,42277.5,711271059.5,16821.13,direct,,BTC/USD
1671667200,16860.78,16571.31,16821.13,48646.01,814340454.91,16816.01,direct,,BTC/USD
1671753600,16907.78,16763.01,16816.01,46894.6,789038908.8,16780.97,direct,,BTC/USD
1671840000,16857.81,16779.49,16780.97,17417.89,293139806.69,16837.16,direct,,BTC/USD
1671926400,16850.93,16736.37,16837.16,17605.22,295850564.63,16829.1,direct,,BTC/USD
1672012800,16926.73,16796.91,16829.1,20635.79,347724478.09,16916.07,direct,,BTC/USD
1672099200,16960.3,16606.04,16916.07,42994.72,720956171.23,16700.54,direct,,BTC/USD
1672185600,16767.99,16471.35,16700.54,54253.61,901583901.63,16540.47,direct,,BTC/USD
1672272000,16650.11,16487.13,16540.47,41148.04,682471478.61,16631.24,direct,,BTC/USD
1672358400,16637.25,16364.76,16631.24,53276.85,880260779.52,16599.47,direct,,BTC/USD
1672444800,16625.46,16487.05,16599.47,27594.76,456998456.42,16531.31,direct,,BTC/USD
1672531200,16619.82,16502.85,16531.31,20256.16,335220861.58,16613.87,direct,,BTC/USD
1672617600,16768.07,16544.15,16613.87,30159.75,503360386.62,16670.08,direct,,BTC/USD
1672704000,16766.7,16605.01,16670.08,37684.59,628582193.83,16670.16,direct,,BTC/USD
1672790400,16972.62,16651.02,16670.16,58841.99,990689260.54,16846.82,direct,,BTC/USD
1672876800,16869.84,16764.64,16846.82,31174.48,524511536.58,16825.87,direct,,BTC/USD
1672963200,17013.77,16687.42,16825.87,52488.7,883642131.54,16946.16,direct,,BTC/USD
1673049600,16972.62,16905.39,16946.16,11628.45,196915427.54,16942.73,direct,,BTC/USD
1673136000,17132.21,16913.28,16942.73,21159.6,359149910.85,17115.81,direct,,BTC/USD
1673222400,17387.59,17103.2,17115.81,73779.59,1271943559.93,17179.03,direct,,BTC/USD
1673308800,17484.36,17148.57,17179.03,57628.21,997764944.91,17442.44,direct,,BTC/USD
1673395200,17986.45,17324.71,17442.44,63571.7,1113334370.52,17938.0,direct,,BTC/USD
1673481600,19092.31,17906.4,17938.0,122644.76,2252897545.61,18849.0,direct,,BTC/USD
1673568000,19992.23,18717.45,18849.0,94611.39,1820146569.6,19932.05,direct,,BTC/USD
1673654400,21255.15,19895.77,19932.05,107073.42,2223938908.13,20954.52,direct,,BTC/USD
1673740800,21047.91,20575.44,20954.52,44461.09,924310249.74,20878.94,direct,,BTC/USD
1673827200,21438.83,20635.89,20878.94,66430.52,1399257790.94,21188.92,direct,,BTC/USD
1673913600,21555.18,20866.41,21188.92,55706.36,1181967488.8,21136.12,direct,,BTC/USD
1674000000,21624.6,20411.68,21136.12,82422.66,1733563128.99,20678.47,direct,,BTC/USD
1674086400,21180.98,20670.44,20678.47,54649.2,1141134569.38,21082.28,direct,,BTC/USD
1674172800,22724.89,20884.26,21082.28,82923.31,1793127005.71,22676.2,direct,,BTC/USD
1674259200,23327.14,22465.82,22676.2,96424.84,2212422402.47,22789.92,direct,,BTC/USD
1674345600,23072.22,22343.13,22789.92,62351.77,1419749432.93,22714.99,direct,,BTC/USD
1674432000,23154.59,22585.74,22714.99,70990.57,1622068993.43,22917.47,direct,,BTC/USD
1674518400,23159.62,22485.0,22917.47,78065.25,1788469593.53,22637.8,direct,,BTC/USD
1674604800,23801.04,22354.6,22637.8,88106.3,2010835832.21,23066.28,direct,,BTC/USD
1674691200,23268.02,22870.4,23066.28,64065.53,1477492373.79,23009.15,direct,,BTC/USD
1674777600,23485.53,22594.06,23009.15,65135.66,1499524205.45,23077.75,direct,,BTC/USD
1674864000,23181.57,22895.7,23077.75,20229.78,465656885.65,23031.02,direct,,BTC/USD
1674950400,23948.42,22981.04,23031.02,57693.1,1356557545.16,23747.26,direct,,BTC/USD
1675036800,23796.62,22577.01,23747.26,73408.97,1699735992.01,22833.34,direct,,BTC/USD
1675123200,23271.14,22725.41,22833.34,49746.31,1144361734.86,23129.7,direct,,BTC/USD
1675209600,23799.9,22792.33,23129.7,50174.15,1166002955.1,23730.52,direct,,BTC/USD
1675296000,24229.18,23423.04,23730.52,57852.6,1378661476.28,23470.8,direct,,BTC/USD
1675382400,23709.93,23230.74,23470.8,40956.08,961229252.16,23437.21,direct,,BTC/USD
1675468800,23582.26,23268.8,23437.21,14312.36,334962158.54,23332.1,direct,,BTC/USD
1675555200,23429.68,22796.98,23332.1,27262.45,628865943.88,22940.79,direct,,BTC/USD
1675641600,23147.93,22655.5,22940.79,40112.72,918256802.27,22761.44,direct,,BTC/USD
1675728000,23343.29,22752.6,22761.44,37031.49,852489794.18,23252.78,direct,,BTC/USD
1675814400,23407.79,22688.45,23252.78,32423.41,746102368.06,22961.13,direct,,BTC/USD
1675900800,23000.67,21741.16,22961.13,72685.0,1626493846.29,21807.55,direct,,BTC/USD
1675987200,21940.0,21495.4,21807.55,52389.7,1139170302.72,21634.86,direct,,BTC/USD
1676073600,21897.19,21611.54,21634.86,17100.45,371394433.41,21862.19,direct,,BTC/USD
1676160000,22081.41,21659.69,21862.19,27490.57,601407332.2,21790.14,direct,,BTC/USD
1676246400,21895.37,21407.31,21790.14,58725.99,1271661452.37,21787.77,direct,,BTC/USD
1676332800,22308.02,21587.95,21787.77,51049.58,1121665134.71,22208.56,direct,,BTC/USD
1676419200,24338.52,22059.91,22208.56,70450.63,1636571319.77,24332.21,direct,,BTC/USD
1676505600,25233.22,23522.57,24332.21,89399.75,2195432803.47,23533.22,direct,,BTC/USD
1676592000,25012.32,23368.98,23533.22,83842.0,2024871806.46,24578.28,direct,,BTC/USD
1676678400,24854.76,24454.5,24578.28,22334.7,550069111.96,24638.27,direct,,BTC/USD
1676764800,25175.28,24253.13,24638.27,43529.32,1073608902.53,24287.53,direct,,BTC/USD
1676851200,25098.8,23873.19,24287.53,54396.11,1341924666.63,24838.09,direct,,BTC/USD
1676937600,25216.35,24168.6,24838.09,68937.6,1699888067.11,24450.5,direct,,BTC/USD
1677024000,24471.79,23597.76,24450.5,71228.71,1707889533.14,24186.92,direct,,BTC/USD
1677110400,24595.08,23629.29,24186.92,67725.34,1630064365.85,23941.1,direct,,BTC/USD
1677196800,24125.33,22830.91,23941.1,68652.11,1610829236.2,23189.78,direct,,BTC/USD
1677283200,23218.2,22809.19,23190.14,24727.95,569329617.92,23168.68,direct,,BTC/USD
1677369600,23671.2,23068.22,23168.68,27073.82,632282012.46,23557.29,direct,,BTC/USD
1677456000,23884.1,23148.47,23557.29,45081.05,1057863335.56,23492.86,direct,,BTC/USD
1677542400,23595.27,23038.65,23492.86,34862.93,814380395.42,23137.23,direct,,BTC/USD
1677628800,23980.02,23036.22,23137.23,45323.52,1070132297.9,23642.8,direct,,BTC/USD
1677715200,23794.81,23210.39,23642.8,34727.29,813452928.16,23467.23,direct,,BTC/USD
1677801600,23477.22,22134.9,23467.23,59283.75,1328714697.97,22360.92,direct,,BTC/USD
1677888000,22410.68,22177.19,22360.92,11840.22,264342272.32,22353.23,direct,,BTC/USD
1677974400,22638.92,22243.05,22353.23,20875.88,468467084.05,22434.09,direct,,BTC/USD
1678060800,22595.33,22311.67,22434.09,27089.91,607585243.32,22410.79,direct,,BTC/USD
1678147200,22540.85,21951.39,22410.79,38893.98,865083425.31,22201.44,direct,,BTC/USD
1678233600,22262.91,21628.01,22201.44,41232.56,907354581.02,21704.74,direct,,BTC/USD
1678320000,21822.92,20113.96,21704.74,75232.11,1584851678.8,20370.48,direct,,BTC/USD
1678406400,20371.25,19599.47,20370.48,105350.02,2103890132.26,20206.71,direct,,BTC/USD
1678492800,20847.88,19895.33,20206.71,69435.51,1416403424.21,20613.6,direct,,BTC/USD
1678579200,22224.01,20445.19,20613.6,63957.66,1352204877.06,22183.71,direct,,BTC/USD
1678665600,24596.0,21896.85,22183.71,94501.71,2198916015.73,24207.1,direct,,BTC/USD
1678752000,26522.41,24071.83,24207.1,110643.58,2783419006.43,24757.56,direct,,BTC/USD
1678838400,25272.47,23946.02,24757.56,74114.24,1826358018.09,24372.11,direct,,BTC/USD
1678924800,25211.23,24220.45,24372.11,55408.3,1372954004.0,25049.83,direct,,BTC/USD
1679011200,27782.88,24945.9,25049.83,96426.82,2554985216.53,27441.41,direct,,BTC/USD
1679097600,27749.91,26655.22,27441.41,48843.14,1335463761.57,26973.46,direct,,BTC/USD
1679184000,28441.41,26901.66,26973.46,48163.58,1337898482.67,28040.29,direct,,BTC/USD
1679270400,28539.63,27228.03,28040.29,65834.79,1838684361.11,27807.05,direct,,BTC/USD
1679356800,28494.87,27416.8,27807.05,45696.4,1282225223.57,28188.11,direct,,BTC/USD
1679443200,28902.98,26676.69,28188.11,81267.64,2277940781.79,27316.18,direct,,BTC/USD
1679529600,28807.82,27190.13,27316.18,63194.55,1769187941.89,28345.7,direct,,BTC/USD
1679616000,28421.94,27054.76,28345.7,52231.16,1456957038.0,27493.01,direct,,BTC/USD
1679702400,27819.55,27186.95,27493.01,22474.29,618098148.62,27492.83,direct,,BTC/USD
1679788800,28217.66,27448.83,27492.83,26394.91,734596186.26,27995.16,direct,,BTC/USD
1679875200,28045.33,26551.46,27995.16,45933.42,1256153698.38,27146.01,direct,,BTC/USD
1679961600,27527.5,26638.39,27146.01,36875.77,997573892.51,27266.08,direct,,BTC/USD
1680048000,28643.21,27254.72,27266.08,49571.43,1396887121.69,28355.7,direct,,BTC/USD
1680134400,29171.13,27735.19,28355.7,58696.25,1666973949.92,28040.71,direct,,BTC/USD
1680220800,28651.82,27552.64,28040.71,45335.87,1278854661.75,28474.62,direct,,BTC/USD
1680307200,28816.74,28263.72,28474.62,15689.96,446928904.2,28468.49,direct,,BTC/USD
1680393600,28537.18,27885.3,28468.49,16366.29,461356032.51,28187.85,direct,,BTC/USD
1680480000,28498.51,27292.3,28187.85,47462.93,1328993515.18,27809.04,direct,,BTC/USD
1680566400,28441.54,27671.89,27809.04,32404.02,911124090.2,28177.23,direct,,BTC/USD
1680652800,28766.02,27843.06,28177.23,37846.93,1072312476.98,28180.06,direct,,BTC/USD
